model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-20T06:44:45.962263+00:00

Build Times
provider,build_time_s
torchinferno,0.0

few_shot
metric,torchinferno,winner
ttft_median_ms,46.45,
ttft_p99_ms,259.58,
tpot_median_ms,43.36,
tpot_p99_ms,256.58,
e2e_median_ms,75.73,
e2e_p99_ms,305.88,
throughput_median_tps,17.60,
total_output_tokens,1466,
num_requests,1000,
correctness_rate,0.98,

self_consistency
metric,torchinferno,winner
ttft_median_ms,32.47,
ttft_p99_ms,135.04,
tpot_median_ms,0.00,
tpot_p99_ms,0.00,
e2e_median_ms,48.63,
e2e_p99_ms,164.20,
throughput_median_tps,20.56,
total_output_tokens,1000,
num_requests,1000,
correctness_rate,1.00,
unique_final_answers,1,

multi_turn
metric,torchinferno,winner
ttft_median_ms,42.13,
ttft_p99_ms,327.23,
tpot_median_ms,37.75,
tpot_p99_ms,324.90,
e2e_median_ms,69.37,
e2e_p99_ms,370.25,
throughput_median_tps,17.85,
total_output_tokens,1458,
num_requests,1000,
correctness_rate,0.98,
ttft_first_turn_ms,95.61,
ttft_last_turn_ms,51.86,
ttft_growth_ratio,0.54,
ttft_first_turn_median_ms,58.10,
ttft_first_turn_p99_ms,230.35,
ttft_last_turn_median_ms,42.04,
ttft_last_turn_p99_ms,341.88,

tree_of_thought
metric,torchinferno,winner
ttft_median_ms,28.46,
ttft_p99_ms,119.49,
tpot_median_ms,18.94,
tpot_p99_ms,23.00,
e2e_median_ms,41.65,
e2e_p99_ms,131.29,
throughput_median_tps,33.37,
total_output_tokens,1470,
num_requests,992,
correctness_rate,0.97,

long_output
metric,torchinferno,winner
ttft_median_ms,48.61,
ttft_p99_ms,266.85,
tpot_median_ms,14.83,
tpot_p99_ms,26.72,
e2e_median_ms,612.52,
e2e_p99_ms,1218.26,
throughput_median_tps,61.74,
total_output_tokens,36715,
num_requests,1000,
correctness_rate,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx,response_text
torchinferno,few_shot,13,24,36.10,23.57,59.67,2,33.52,1,,,,,,,13,,,,2472
torchinferno,few_shot,82,25,25.13,0.00,35.27,1,28.35,1,,,,,,,82,,,,8
torchinferno,few_shot,81,26,25.67,0.00,37.28,1,26.83,1,,,,,,,81,,,,32
torchinferno,few_shot,76,27,53.15,0.00,65.03,1,15.38,1,,,,,,,76,,,,608
torchinferno,few_shot,80,28,26.57,0.00,38.67,1,25.86,1,,,,,,,80,,,,883
torchinferno,few_shot,85,29,21.66,0.00,34.66,1,28.85,1,,,,,,,85,,,,5
torchinferno,few_shot,14,30,54.95,22.23,77.18,2,25.91,1,,,,,,,14,,,,2765
torchinferno,few_shot,15,31,40.45,22.26,62.71,2,31.89,1,,,,,,,15,,,,2436
torchinferno,few_shot,84,32,23.57,22.95,46.52,2,42.99,1,,,,,,,84,,,,3024
torchinferno,few_shot,78,33,27.71,22.89,50.60,2,39.53,1,,,,,,,78,,,,1541
torchinferno,few_shot,77,34,28.41,23.23,51.64,2,38.73,1,,,,,,,77,,,,2438
torchinferno,few_shot,75,35,53.74,23.99,77.73,2,25.73,1,,,,,,,75,,,,1596
torchinferno,few_shot,79,36,27.02,24.37,51.39,2,38.91,1,,,,,,,79,,,,5568
torchinferno,few_shot,83,37,24.94,25.25,50.19,2,39.85,1,,,,,,,83,,,,2233
torchinferno,few_shot,87,38,53.27,0.00,67.90,1,14.73,1,,,,,,,87,,,,495
torchinferno,few_shot,86,39,54.29,0.00,69.08,1,14.48,1,,,,,,,86,,,,950
torchinferno,few_shot,90,40,26.69,0.00,42.41,1,23.58,1,,,,,,,90,,,,146
torchinferno,few_shot,89,41,28.44,0.00,44.63,1,22.41,1,,,,,,,89,,,,29
torchinferno,few_shot,17,42,43.18,0.00,59.96,1,16.68,1,,,,,,,17,,,,37
torchinferno,few_shot,92,43,26.39,0.00,43.34,1,23.07,1,,,,,,,92,,,,8
torchinferno,few_shot,88,44,52.69,0.00,71.32,1,14.02,1,,,,,,,88,,,,164
torchinferno,few_shot,18,45,27.36,26.86,54.22,2,36.89,1,,,,,,,18,,,,6642
torchinferno,few_shot,101,46,30.81,0.00,40.58,1,24.64,1,,,,,,,101,,,,14
torchinferno,few_shot,100,47,31.88,0.00,41.70,1,23.98,1,,,,,,,100,,,,48
torchinferno,few_shot,96,48,35.74,0.00,43.95,1,22.75,1,,,,,,,96,,,,15
torchinferno,few_shot,98,49,32.63,0.00,43.61,1,22.93,1,,,,,,,98,,,,26
torchinferno,few_shot,97,50,31.84,0.00,44.51,1,22.47,1,,,,,,,97,,,,12
torchinferno,few_shot,95,51,31.86,0.00,45.78,1,21.84,1,,,,,,,95,,,,181
torchinferno,few_shot,16,52,62.93,31.00,93.93,2,21.29,1,,,,,,,16,,,,3882
torchinferno,few_shot,91,53,26.73,33.11,59.84,2,33.42,1,,,,,,,91,,,,1685
torchinferno,few_shot,93,54,24.77,34.15,58.92,2,33.94,1,,,,,,,93,,,,2444
torchinferno,few_shot,19,55,23.89,26.56,50.45,2,39.64,1,,,,,,,19,,,,1950
torchinferno,few_shot,99,56,30.32,28.49,58.82,2,34.00,1,,,,,,,99,,,,2280
torchinferno,few_shot,94,57,34.38,27.36,61.74,2,32.40,1,,,,,,,94,,,,2177
torchinferno,few_shot,102,58,29.92,0.00,44.27,1,22.59,1,,,,,,,102,,,,261
torchinferno,few_shot,105,59,28.92,0.00,43.56,1,22.96,1,,,,,,,105,,,,35
torchinferno,few_shot,106,60,27.25,0.00,43.49,1,22.99,1,,,,,,,106,,,,35
torchinferno,few_shot,108,61,26.50,25.75,52.24,2,38.28,1,,,,,,,108,,,,1359
torchinferno,few_shot,117,62,25.78,0.00,37.96,1,26.34,1,,,,,,,117,,,,959
torchinferno,few_shot,115,63,29.74,0.00,41.97,1,23.83,1,,,,,,,115,,,,44
torchinferno,few_shot,20,64,35.22,27.43,62.65,2,31.92,1,,,,,,,20,,,,1449
torchinferno,few_shot,110,65,32.64,0.00,45.20,1,22.12,1,,,,,,,110,,,,17
torchinferno,few_shot,112,66,31.10,0.00,45.17,1,22.14,1,,,,,,,112,,,,39
torchinferno,few_shot,104,67,28.66,30.27,58.94,2,33.93,1,,,,,,,104,,,,1300
torchinferno,few_shot,113,68,33.14,0.00,46.09,1,21.70,1,,,,,,,113,,,,980
torchinferno,few_shot,107,69,26.99,31.26,58.25,2,34.34,1,,,,,,,107,,,,2125
torchinferno,few_shot,103,70,28.73,33.34,62.07,2,32.22,1,,,,,,,103,,,,2175
torchinferno,few_shot,109,71,32.53,0.00,51.23,1,19.52,1,,,,,,,109,,,,753
torchinferno,few_shot,21,72,28.68,28.24,56.92,2,35.14,1,,,,,,,21,,,,1040
torchinferno,few_shot,114,73,31.44,27.85,59.29,2,33.73,1,,,,,,,114,,,,1120
torchinferno,few_shot,116,74,29.02,28.87,57.89,2,34.55,1,,,,,,,116,,,,2520
torchinferno,few_shot,111,75,32.24,29.78,62.02,2,32.25,1,,,,,,,111,,,,1437
torchinferno,few_shot,118,76,26.75,29.77,56.52,2,35.38,1,,,,,,,118,,,,1253
torchinferno,few_shot,122,77,29.71,0.00,45.94,1,21.77,1,,,,,,,122,,,,836
torchinferno,few_shot,119,78,47.09,0.00,62.09,1,16.11,1,,,,,,,119,,,,542
torchinferno,few_shot,123,79,30.02,0.00,46.83,1,21.35,1,,,,,,,123,,,,47
torchinferno,few_shot,120,80,43.71,32.43,76.15,2,26.26,1,,,,,,,120,,,,1246
torchinferno,few_shot,129,81,33.43,0.00,48.51,1,20.62,1,,,,,,,129,,,,318
torchinferno,few_shot,130,82,33.49,0.00,48.22,1,20.74,1,,,,,,,130,,,,816
torchinferno,few_shot,124,83,27.98,34.07,62.05,2,32.23,1,,,,,,,124,,,,6800
torchinferno,few_shot,134,84,29.08,0.00,45.74,1,21.86,1,,,,,,,134,,,,4
torchinferno,few_shot,127,85,35.33,0.00,51.76,1,19.32,1,,,,,,,127,,,,472
torchinferno,few_shot,133,86,29.64,0.00,48.50,1,20.62,1,,,,,,,133,,,,104
torchinferno,few_shot,121,87,43.04,36.74,79.78,2,25.07,1,,,,,,,121,,,,2302
torchinferno,few_shot,22,88,39.05,37.34,76.39,2,26.18,1,,,,,,,22,,,,2229
torchinferno,few_shot,131,89,32.73,0.00,52.47,1,19.06,1,,,,,,,131,,,,158
torchinferno,few_shot,23,90,39.51,27.87,67.39,2,29.68,1,,,,,,,23,,,,1349
torchinferno,few_shot,137,91,36.20,0.00,46.12,1,21.68,1,,,,,,,137,,,,663
torchinferno,few_shot,128,92,34.07,29.06,63.13,2,31.68,1,,,,,,,128,,,,2655
torchinferno,few_shot,136,93,38.53,0.00,48.24,1,20.73,1,,,,,,,136,,,,817
torchinferno,few_shot,24,94,37.04,0.00,51.18,1,19.54,1,,,,,,,24,,,,25
torchinferno,few_shot,125,95,34.95,31.14,66.09,2,30.26,1,,,,,,,125,,,,3042
torchinferno,few_shot,135,96,29.96,29.29,59.25,2,33.76,1,,,,,,,135,,,,2264
torchinferno,few_shot,138,97,37.27,0.00,48.58,1,20.58,1,,,,,,,138,,,,2
torchinferno,few_shot,126,98,34.87,32.23,67.11,2,29.80,1,,,,,,,126,,,,1290
torchinferno,few_shot,132,99,33.35,30.83,64.18,2,31.16,1,,,,,,,132,,,,4224
torchinferno,few_shot,139,100,31.60,31.09,62.69,2,31.90,1,,,,,,,139,,,,2091
torchinferno,few_shot,140,101,37.07,26.96,64.03,2,31.23,1,,,,,,,140,,,,1093
torchinferno,few_shot,142,102,48.49,0.00,63.55,1,15.74,1,,,,,,,142,,,,799
torchinferno,few_shot,25,103,51.38,0.00,67.95,1,14.72,1,,,,,,,25,,,,444
torchinferno,few_shot,145,104,33.98,0.00,49.02,1,20.40,1,,,,,,,145,,,,934
torchinferno,few_shot,26,105,35.56,0.00,52.44,1,19.07,1,,,,,,,26,,,,875
torchinferno,few_shot,153,106,28.09,0.00,44.46,1,22.49,1,,,,,,,153,,,,432
torchinferno,few_shot,148,107,31.55,0.00,50.33,1,19.87,1,,,,,,,148,,,,40
torchinferno,few_shot,141,108,48.74,28.77,77.51,2,25.80,1,,,,,,,141,,,,5472
torchinferno,few_shot,143,109,47.46,28.85,76.31,2,26.21,1,,,,,,,143,,,,1379
torchinferno,few_shot,159,110,35.13,0.00,46.44,1,21.53,1,,,,,,,159,,,,529
torchinferno,few_shot,156,111,34.25,0.00,48.34,1,20.69,1,,,,,,,156,,,,39
torchinferno,few_shot,158,112,37.42,0.00,47.77,1,20.94,1,,,,,,,158,,,,493
torchinferno,few_shot,152,113,28.70,30.22,58.92,2,33.95,1,,,,,,,152,,,,4698
torchinferno,few_shot,151,114,29.30,30.95,60.25,2,33.19,1,,,,,,,151,,,,1877
torchinferno,few_shot,144,115,33.44,31.54,64.98,2,30.78,1,,,,,,,144,,,,2574
torchinferno,few_shot,163,116,35.38,0.00,47.03,1,21.26,1,,,,,,,163,,,,80
torchinferno,few_shot,160,117,35.43,0.00,49.69,1,20.12,1,,,,,,,160,,,,370
torchinferno,few_shot,162,118,33.63,0.00,49.16,1,20.34,1,,,,,,,162,,,,36
torchinferno,few_shot,146,119,32.07,34.12,66.20,2,30.21,1,,,,,,,146,,,,2323
torchinferno,few_shot,149,120,30.42,35.88,66.30,2,30.17,1,,,,,,,149,,,,1487
torchinferno,few_shot,157,121,32.83,0.00,54.66,1,18.29,1,,,,,,,157,,,,21
torchinferno,few_shot,150,122,29.24,37.81,67.06,2,29.83,1,,,,,,,150,,,,1010
torchinferno,few_shot,154,123,37.75,28.88,66.63,2,30.02,1,,,,,,,154,,,,2571
torchinferno,few_shot,147,124,31.13,24.24,79.61,3,37.68,0,,,,,,,147,,,,48.95
torchinferno,few_shot,155,125,38.02,29.58,67.60,2,29.59,1,,,,,,,155,,,,2723
torchinferno,few_shot,166,126,32.38,0.00,60.25,1,16.60,1,,,,,,,166,,,,48
torchinferno,few_shot,161,127,31.87,60.52,92.39,2,21.65,1,,,,,,,161,,,,5628
torchinferno,few_shot,180,128,44.30,0.00,44.36,1,22.54,1,,,,,,,180,,,,144
torchinferno,few_shot,29,129,52.76,0.00,52.80,1,18.94,1,,,,,,,29,,,,607
torchinferno,few_shot,165,130,47.13,0.00,78.24,1,12.78,1,,,,,,,165,,,,90
torchinferno,few_shot,179,131,44.78,0.00,47.77,1,20.93,1,,,,,,,179,,,,49
torchinferno,few_shot,28,132,42.48,0.00,74.77,1,13.37,1,,,,,,,28,,,,641
torchinferno,few_shot,169,133,30.86,0.00,63.52,1,15.74,1,,,,,,,169,,,,525
torchinferno,few_shot,167,134,31.68,33.67,65.35,2,30.60,1,,,,,,,167,,,,4503
torchinferno,few_shot,185,135,40.95,0.00,45.13,1,22.16,1,,,,,,,185,,,,15
torchinferno,few_shot,176,136,52.58,0.00,52.63,1,19.00,1,,,,,,,176,,,,27
torchinferno,few_shot,164,137,77.21,7.43,84.64,2,23.63,1,,,,,,,164,,,,1824
torchinferno,few_shot,183,138,49.74,0.00,49.78,1,20.09,1,,,,,,,183,,,,125
torchinferno,few_shot,27,139,29.61,68.19,97.80,2,20.45,1,,,,,,,27,,,,2549
torchinferno,few_shot,168,140,60.76,8.81,69.57,2,28.75,1,,,,,,,168,,,,2632
torchinferno,few_shot,171,141,66.98,0.00,67.04,1,14.92,1,,,,,,,171,,,,353
torchinferno,few_shot,170,142,69.88,0.00,69.93,1,14.30,1,,,,,,,170,,,,35
torchinferno,few_shot,186,143,44.45,0.00,51.22,1,19.52,1,,,,,,,186,,,,12
torchinferno,few_shot,178,144,56.53,0.00,59.09,1,16.92,1,,,,,,,178,,,,230
torchinferno,few_shot,181,145,44.50,13.71,58.22,2,34.35,1,,,,,,,181,,,,3816
torchinferno,few_shot,174,146,53.20,9.19,62.39,2,32.06,1,,,,,,,174,,,,3319
torchinferno,few_shot,177,147,58.13,3.65,61.78,2,32.38,1,,,,,,,177,,,,1296
torchinferno,few_shot,172,148,51.96,13.76,65.72,2,30.43,1,,,,,,,172,,,,3305
torchinferno,few_shot,173,149,53.77,12.54,66.30,2,30.16,1,,,,,,,173,,,,3402
torchinferno,few_shot,182,150,50.94,11.80,62.75,2,31.87,1,,,,,,,182,,,,1211
torchinferno,few_shot,184,151,50.79,10.19,60.98,2,32.80,1,,,,,,,184,,,,3538
torchinferno,few_shot,175,152,51.94,16.75,68.69,2,29.12,1,,,,,,,175,,,,2706
torchinferno,few_shot,196,153,32.73,0.00,52.16,1,19.17,1,,,,,,,196,,,,16
torchinferno,few_shot,191,154,37.26,0.00,57.01,1,17.54,1,,,,,,,191,,,,94
torchinferno,few_shot,194,155,34.28,0.00,54.55,1,18.33,1,,,,,,,194,,,,94
torchinferno,few_shot,199,156,31.59,0.00,52.39,1,19.09,1,,,,,,,199,,,,53
torchinferno,few_shot,195,157,33.35,0.00,56.50,1,17.70,1,,,,,,,195,,,,27
torchinferno,few_shot,192,158,36.40,0.00,60.41,1,16.55,1,,,,,,,192,,,,397
torchinferno,few_shot,190,159,37.86,33.11,70.97,2,28.18,1,,,,,,,190,,,,1293
torchinferno,few_shot,207,160,47.37,0.00,58.56,1,17.08,1,,,,,,,207,,,,50
torchinferno,few_shot,205,161,49.50,0.00,61.07,1,16.37,1,,,,,,,205,,,,30
torchinferno,few_shot,31,162,28.18,0.00,43.24,1,23.13,1,,,,,,,31,,,,787
torchinferno,few_shot,200,163,49.94,0.00,65.63,1,15.24,1,,,,,,,200,,,,37
torchinferno,few_shot,197,164,32.58,35.95,68.53,2,29.18,1,,,,,,,197,,,,3367
torchinferno,few_shot,216,165,39.54,0.00,51.11,1,19.57,1,,,,,,,216,,,,74
torchinferno,few_shot,187,166,66.18,37.08,103.26,2,19.37,1,,,,,,,187,,,,1638
torchinferno,few_shot,215,167,37.18,0.00,53.86,1,18.57,1,,,,,,,215,,,,11
torchinferno,few_shot,198,168,31.70,38.30,70.01,2,28.57,1,,,,,,,198,,,,2466
torchinferno,few_shot,189,169,86.29,0.00,103.29,1,9.68,1,,,,,,,189,,,,791
torchinferno,few_shot,212,170,42.26,0.00,58.44,1,17.11,1,,,,,,,212,,,,262
torchinferno,few_shot,213,171,39.91,0.00,57.74,1,17.32,1,,,,,,,213,,,,852
torchinferno,few_shot,193,172,35.55,40.95,76.50,2,26.14,1,,,,,,,193,,,,1782
torchinferno,few_shot,201,173,52.33,0.00,70.84,1,14.12,1,,,,,,,201,,,,190
torchinferno,few_shot,208,174,45.46,0.00,64.28,1,15.56,1,,,,,,,208,,,,464
torchinferno,few_shot,206,175,47.83,0.00,68.82,1,14.53,1,,,,,,,206,,,,600
torchinferno,few_shot,203,176,48.66,0.00,71.49,1,13.99,1,,,,,,,203,,,,35
torchinferno,few_shot,210,177,42.15,0.00,65.49,1,15.27,1,,,,,,,210,,,,161
torchinferno,few_shot,214,178,36.43,0.00,63.53,1,15.74,1,,,,,,,214,,,,239
torchinferno,few_shot,188,179,87.19,30.90,118.09,2,16.94,1,,,,,,,188,,,,1274
torchinferno,few_shot,202,180,51.16,33.55,84.71,2,23.61,1,,,,,,,202,,,,1209
torchinferno,few_shot,209,181,44.35,33.48,77.82,2,25.70,1,,,,,,,209,,,,4352
torchinferno,few_shot,211,182,42.43,34.49,76.92,2,26.00,1,,,,,,,211,,,,2048
torchinferno,few_shot,204,183,48.95,35.25,84.21,2,23.75,1,,,,,,,204,,,,5684
torchinferno,few_shot,30,184,56.33,37.03,93.36,2,21.42,1,,,,,,,30,,,,7470
torchinferno,few_shot,222,185,29.50,0.00,47.62,1,21.00,1,,,,,,,222,,,,2
torchinferno,few_shot,220,186,36.98,0.00,51.55,1,19.40,1,,,,,,,220,,,,46
torchinferno,few_shot,218,187,38.95,0.00,53.26,1,18.78,1,,,,,,,218,,,,5
torchinferno,few_shot,217,188,34.81,0.00,54.54,1,18.34,1,,,,,,,217,,,,36
torchinferno,few_shot,219,189,33.17,0.00,56.44,1,17.72,1,,,,,,,219,,,,894
torchinferno,few_shot,32,190,45.81,34.88,80.70,2,24.78,1,,,,,,,32,,,,2154
torchinferno,few_shot,233,191,33.62,0.00,50.64,1,19.75,1,,,,,,,233,,,,85
torchinferno,few_shot,234,192,33.03,0.00,50.60,1,19.76,1,,,,,,,234,,,,15
torchinferno,few_shot,229,193,35.57,0.00,53.99,1,18.52,1,,,,,,,229,,,,41
torchinferno,few_shot,224,194,38.41,0.00,57.10,1,17.51,1,,,,,,,224,,,,36
torchinferno,few_shot,238,195,32.51,0.00,49.81,1,20.08,1,,,,,,,238,,,,49
torchinferno,few_shot,236,196,33.43,0.00,51.31,1,19.49,1,,,,,,,236,,,,50
torchinferno,few_shot,225,197,39.87,0.00,58.14,1,17.20,1,,,,,,,225,,,,599
torchinferno,few_shot,232,198,37.97,0.00,55.90,1,17.89,1,,,,,,,232,,,,31
torchinferno,few_shot,237,199,31.42,0.00,53.40,1,18.73,1,,,,,,,237,,,,7
torchinferno,few_shot,228,200,41.68,0.00,59.62,1,16.77,1,,,,,,,228,,,,12
torchinferno,few_shot,235,201,34.04,0.00,56.05,1,17.84,1,,,,,,,235,,,,23
torchinferno,few_shot,221,202,30.97,43.06,74.03,2,27.02,1,,,,,,,221,,,,3559
torchinferno,few_shot,223,203,39.11,34.16,73.27,2,27.30,1,,,,,,,223,,,,3920
torchinferno,few_shot,242,204,44.74,0.00,60.05,1,16.65,1,,,,,,,242,,,,28
torchinferno,few_shot,239,205,32.33,32.09,64.42,2,31.05,1,,,,,,,239,,,,2667
torchinferno,few_shot,246,206,35.80,0.00,51.56,1,19.39,1,,,,,,,246,,,,285
torchinferno,few_shot,34,207,36.76,0.00,54.06,1,18.50,1,,,,,,,34,,,,6
torchinferno,few_shot,231,208,38.35,33.04,71.39,2,28.02,1,,,,,,,231,,,,1489
torchinferno,few_shot,33,209,44.97,36.38,81.34,2,24.59,1,,,,,,,33,,,,2296
torchinferno,few_shot,226,210,42.69,32.31,75.00,2,26.67,1,,,,,,,226,,,,3648
torchinferno,few_shot,240,211,31.82,35.34,67.16,2,29.78,1,,,,,,,240,,,,1240
torchinferno,few_shot,227,212,36.96,40.27,77.22,2,25.90,1,,,,,,,227,,,,1486
torchinferno,few_shot,241,213,30.02,38.91,68.93,2,29.01,1,,,,,,,241,,,,1609
torchinferno,few_shot,244,214,34.39,0.00,58.04,1,17.23,1,,,,,,,244,,,,65
torchinferno,few_shot,230,215,39.02,38.08,77.10,2,25.94,1,,,,,,,230,,,,2665
torchinferno,few_shot,247,216,32.69,36.04,68.73,2,29.10,1,,,,,,,247,,,,1127
torchinferno,few_shot,245,217,41.30,29.08,70.38,2,28.42,1,,,,,,,245,,,,3098
torchinferno,few_shot,253,218,35.27,0.00,49.82,1,20.07,1,,,,,,,253,,,,103
torchinferno,few_shot,243,219,37.28,36.90,74.19,2,26.96,1,,,,,,,243,,,,1586
torchinferno,few_shot,35,220,33.76,0.00,53.61,1,18.65,1,,,,,,,35,,,,758
torchinferno,few_shot,251,221,41.31,0.00,55.54,1,18.01,1,,,,,,,251,,,,47
torchinferno,few_shot,248,222,33.79,36.97,70.76,2,28.26,1,,,,,,,248,,,,3271
torchinferno,few_shot,252,223,38.44,0.00,56.36,1,17.74,1,,,,,,,252,,,,53
torchinferno,few_shot,249,224,36.67,0.00,60.32,1,16.58,1,,,,,,,249,,,,576
torchinferno,few_shot,250,225,38.00,33.42,71.42,2,28.00,1,,,,,,,250,,,,2542
torchinferno,few_shot,261,226,36.64,0.00,52.32,1,19.11,1,,,,,,,261,,,,760
torchinferno,few_shot,258,227,37.17,0.00,54.36,1,18.40,1,,,,,,,258,,,,165
torchinferno,few_shot,256,228,42.33,0.00,55.72,1,17.95,1,,,,,,,256,,,,25
torchinferno,few_shot,266,229,32.97,0.00,50.10,1,19.96,1,,,,,,,266,,,,50
torchinferno,few_shot,263,230,34.10,0.00,52.97,1,18.88,1,,,,,,,263,,,,29
torchinferno,few_shot,259,231,39.08,0.00,57.68,1,17.34,1,,,,,,,259,,,,29
torchinferno,few_shot,262,232,33.89,35.08,68.98,2,29.00,1,,,,,,,262,,,,5600
torchinferno,few_shot,275,233,36.99,0.00,52.83,1,18.93,1,,,,,,,275,,,,488
torchinferno,few_shot,254,234,40.93,34.60,75.53,2,26.48,1,,,,,,,254,,,,2791
torchinferno,few_shot,257,235,42.39,31.79,74.19,2,26.96,1,,,,,,,257,,,,2364
torchinferno,few_shot,270,236,38.37,0.00,57.16,1,17.49,1,,,,,,,270,,,,24
torchinferno,few_shot,36,237,37.75,34.97,72.73,2,27.50,1,,,,,,,36,,,,2465
torchinferno,few_shot,265,238,34.36,36.32,70.68,2,28.30,1,,,,,,,265,,,,2378
torchinferno,few_shot,273,239,36.56,0.00,57.71,1,17.33,1,,,,,,,273,,,,163
torchinferno,few_shot,260,240,35.23,41.45,76.68,2,26.08,1,,,,,,,260,,,,4980
